sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Profile 1;Profile 2
1.174;1266;;10s;Yes;No;2;0.65833;1.00000;0.00000;0.14542;1.65833;ConcederNegotiationParty@0;BoulwareNegotiationParty@1;0.6583333333333333;1.0;0.6583333333333333;1.0;party1_utility.xml;party2_utility.xml
4.516;4972;;10s;Yes;No;2;0.49465;0.97500;0.00000;0.47369;1.46965;BoulwareNegotiationParty@2;ConcederNegotiationParty@3;0.975;0.49464690002105177;0.975;0.49464690002105177;party1_utility.xml;party2_utility.xml
;2;Session genius.core.session.Session@1107129b failed: Failed to execute protocol: Execution failed of ConcederNegotiationParty@5:java.lang.IllegalStateException: There is no evaluator for issue 0: There is no evaluator for issue 0:[C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class, negotiator.parties.ConcederNegotiationParty];10s;No;;0;;;;;;Appaloosa;ConcederNegotiationParty;0.0;0.0;0.0;0.0;party1_utility;party2_utility
;2;Session genius.core.session.Session@3a54253 failed: Failed to execute protocol: Execution failed of ConcederNegotiationParty@6:java.lang.IllegalStateException: There is no evaluator for issue 0: There is no evaluator for issue 0:[negotiator.parties.ConcederNegotiationParty, C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class];10s;No;;0;;;;;;ConcederNegotiationParty;Appaloosa;0.0;0.0;0.0;0.0;party1_utility;party2_utility
;2;Session genius.core.session.Session@5171caf6 failed: Failed to execute protocol: Execution failed of BoulwareNegotiationParty@8:java.lang.IllegalStateException: There is no evaluator for issue 0: There is no evaluator for issue 0:[negotiator.parties.BoulwareNegotiationParty, C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class];10s;No;;0;;;;;;BoulwareNegotiationParty;Appaloosa;0.0;0.0;0.0;0.0;party1_utility;party2_utility
;2;Session genius.core.session.Session@12c2c025 failed: Failed to execute protocol: Execution failed of BoulwareNegotiationParty@11:java.lang.IllegalStateException: There is no evaluator for issue 0: There is no evaluator for issue 0:[C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class, negotiator.parties.BoulwareNegotiationParty];10s;No;;0;;;;;;Appaloosa;BoulwareNegotiationParty;0.0;0.0;0.0;0.0;party1_utility;party2_utility
1.173;1258;;10s;Yes;No;2;0.65833;1.00000;0.00000;0.14542;1.65833;ConcederNegotiationParty@12;BoulwareNegotiationParty@13;0.6583333333333333;1.0;0.6583333333333333;1.0;party1_utility.xml;party2_utility.xml
4.516;4922;;10s;Yes;No;2;0.49465;0.97500;0.00000;0.47369;1.46965;BoulwareNegotiationParty@14;ConcederNegotiationParty@15;0.975;0.49464690002105177;0.975;0.49464690002105177;party1_utility.xml;party2_utility.xml
;2;Session genius.core.session.Session@40701e0b failed: Failed to execute protocol: Execution failed of ConcederNegotiationParty@17:java.lang.IllegalStateException: There is no evaluator for issue 0: There is no evaluator for issue 0:[C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class, negotiator.parties.ConcederNegotiationParty];10s;No;;0;;;;;;Appaloosa;ConcederNegotiationParty;0.0;0.0;0.0;0.0;party1_utility;party2_utility
;2;Session genius.core.session.Session@5c133a46 failed: Failed to execute protocol: Execution failed of ConcederNegotiationParty@18:java.lang.IllegalStateException: There is no evaluator for issue 0: There is no evaluator for issue 0:[negotiator.parties.ConcederNegotiationParty, C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class];10s;No;;0;;;;;;ConcederNegotiationParty;Appaloosa;0.0;0.0;0.0;0.0;party1_utility;party2_utility
;2;Session genius.core.session.Session@52ff093e failed: Failed to execute protocol: Execution failed of BoulwareNegotiationParty@20:java.lang.IllegalStateException: There is no evaluator for issue 0: There is no evaluator for issue 0:[negotiator.parties.BoulwareNegotiationParty, C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class];10s;No;;0;;;;;;BoulwareNegotiationParty;Appaloosa;0.0;0.0;0.0;0.0;party1_utility;party2_utility
;2;Session genius.core.session.Session@7840310a failed: Failed to execute protocol: Execution failed of BoulwareNegotiationParty@23:java.lang.IllegalStateException: There is no evaluator for issue 0: There is no evaluator for issue 0:[C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class, negotiator.parties.BoulwareNegotiationParty];10s;No;;0;;;;;;Appaloosa;BoulwareNegotiationParty;0.0;0.0;0.0;0.0;party1_utility;party2_utility
