sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Profile 1;Profile 2
10.000;7832;;10s;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;Rubick@0;Appaloosa@1;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
10.000;9332;;10s;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;Appaloosa@2;Rubick@3;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
9.630;9730;;10s;Yes;No;2;0.84833;0.85649;0.00000;0.09595;1.70482;GroupY@4;Rubick@5;0.8483333333333334;0.8564909885811369;0.8483333333333334;0.8564909885811369;party1_utility.xml;party2_utility.xml
9.409;9823;;10s;Yes;No;2;0.73828;0.87833;0.00000;0.21194;1.61662;Rubick@6;GroupY@7;0.8783333333333334;0.7382820437475793;0.8783333333333334;0.7382820437475793;party1_utility.xml;party2_utility.xml
9.441;8403;;10s;Yes;No;2;0.84833;0.85649;0.00000;0.09595;1.70482;Appaloosa@8;GroupY@9;0.8483333333333334;0.8564909885811369;0.8483333333333334;0.8564909885811369;party1_utility.xml;party2_utility.xml
9.507;10447;;10s;Yes;No;2;0.84833;0.85649;0.00000;0.09595;1.70482;GroupY@10;Appaloosa@11;0.8483333333333334;0.8564909885811369;0.8483333333333334;0.8564909885811369;party1_utility.xml;party2_utility.xml
9.124;10143;;10s;Yes;No;2;0.84833;0.85649;0.00000;0.09595;1.70482;Rubick@12;Appaloosa@13;0.8483333333333334;0.8564909885811369;0.8483333333333334;0.8564909885811369;party1_utility.xml;party2_utility.xml
10.000;8441;;10s;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;Appaloosa@14;Rubick@15;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
9.593;9708;;10s;Yes;No;2;0.84833;0.85649;0.00000;0.09595;1.70482;GroupY@16;Rubick@17;0.8483333333333334;0.8564909885811369;0.8483333333333334;0.8564909885811369;party1_utility.xml;party2_utility.xml
8.371;8554;;10s;Yes;No;2;0.84833;0.85649;0.00000;0.09595;1.70482;Rubick@18;GroupY@19;0.8483333333333334;0.8564909885811369;0.8483333333333334;0.8564909885811369;party1_utility.xml;party2_utility.xml
9.399;7076;;10s;Yes;No;2;0.83583;0.84001;0.02068;0.10210;1.67585;Appaloosa@20;GroupY@21;0.8358333333333332;0.8400142500258816;0.8358333333333332;0.8400142500258816;party1_utility.xml;party2_utility.xml
9.552;7665;;10s;Yes;No;2;0.84833;0.85649;0.00000;0.09595;1.70482;GroupY@22;Appaloosa@23;0.8483333333333334;0.8564909885811369;0.8483333333333334;0.8564909885811369;party1_utility.xml;party2_utility.xml
10.000;9067;;10s;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;Rubick@24;Appaloosa@25;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
9.717;8445;;10s;Yes;No;2;0.84833;0.85649;0.00000;0.09595;1.70482;Appaloosa@26;Rubick@27;0.8483333333333334;0.8564909885811369;0.8483333333333334;0.8564909885811369;party1_utility.xml;party2_utility.xml
9.782;11319;;10s;Yes;No;2;0.84833;0.85649;0.00000;0.09595;1.70482;GroupY@28;Rubick@29;0.8483333333333334;0.8564909885811369;0.8483333333333334;0.8564909885811369;party1_utility.xml;party2_utility.xml
9.886;10726;;10s;Yes;No;2;0.66621;0.94167;0.00000;0.30558;1.60787;Rubick@30;GroupY@31;0.9416666666666667;0.6662075599338653;0.9416666666666667;0.6662075599338653;party1_utility.xml;party2_utility.xml
9.572;6707;;10s;Yes;No;2;0.84833;0.85649;0.00000;0.09595;1.70482;Appaloosa@32;GroupY@33;0.8483333333333334;0.8564909885811369;0.8483333333333334;0.8564909885811369;party1_utility.xml;party2_utility.xml
9.610;4933;;10s;Yes;No;2;0.84833;0.85649;0.00000;0.09595;1.70482;GroupY@34;Appaloosa@35;0.8483333333333334;0.8564909885811369;0.8483333333333334;0.8564909885811369;party1_utility.xml;party2_utility.xml
9.973;4036;;10s;Yes;No;2;0.78500;0.90411;0.00000;0.02445;1.68911;Rubick@36;Appaloosa@37;0.7850000000000001;0.9041140069845697;0.7850000000000001;0.9041140069845697;party1_utility.xml;party2_utility.xml
10.000;2469;;10s;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;Appaloosa@38;Rubick@39;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
9.495;9331;;10s;Yes;No;2;0.84833;0.85649;0.00000;0.09595;1.70482;GroupY@40;Rubick@41;0.8483333333333334;0.8564909885811369;0.8483333333333334;0.8564909885811369;party1_utility.xml;party2_utility.xml
8.687;9472;;10s;Yes;No;2;0.84833;0.85649;0.00000;0.09595;1.70482;Rubick@42;GroupY@43;0.8483333333333334;0.8564909885811369;0.8483333333333334;0.8564909885811369;party1_utility.xml;party2_utility.xml
9.702;5707;;10s;Yes;No;2;0.83583;0.84001;0.02068;0.10210;1.67585;Appaloosa@44;GroupY@45;0.8358333333333332;0.8400142500258816;0.8358333333333332;0.8400142500258816;party1_utility.xml;party2_utility.xml
9.648;4525;;10s;Yes;No;2;0.84833;0.85649;0.00000;0.09595;1.70482;GroupY@46;Appaloosa@47;0.8483333333333334;0.8564909885811369;0.8483333333333334;0.8564909885811369;party1_utility.xml;party2_utility.xml
