sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Profile 1;Profile 2
10.000;9040;;10s;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;Rubick@0;Appaloosa@1;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
9.653;8922;;10s;Yes;No;2;0.78500;0.92857;0.00000;0.00000;1.71357;Appaloosa@2;Rubick@3;0.7849999999999999;0.9285654723948509;0.7849999999999999;0.9285654723948509;party1_utility.xml;party2_utility.xml
9.593;9931;;10s;Yes;No;2;0.84833;0.85649;0.00000;0.09595;1.70482;GroupY@4;Rubick@5;0.8483333333333334;0.8564909885811369;0.8483333333333334;0.8564909885811369;party1_utility.xml;party2_utility.xml
9.312;9429;;10s;Yes;No;2;0.84833;0.85649;0.00000;0.09595;1.70482;Rubick@6;GroupY@7;0.8483333333333334;0.8564909885811369;0.8483333333333334;0.8564909885811369;party1_utility.xml;party2_utility.xml
8.092;7526;;10s;Yes;No;2;0.84833;0.85649;0.00000;0.09595;1.70482;Appaloosa@8;GroupY@9;0.8483333333333334;0.8564909885811369;0.8483333333333334;0.8564909885811369;party1_utility.xml;party2_utility.xml
9.500;8617;;10s;Yes;No;2;0.84833;0.85649;0.00000;0.09595;1.70482;GroupY@10;Appaloosa@11;0.8483333333333334;0.8564909885811369;0.8483333333333334;0.8564909885811369;party1_utility.xml;party2_utility.xml
9.856;9817;;10s;Yes;No;2;0.84833;0.85649;0.00000;0.09595;1.70482;Rubick@12;Appaloosa@13;0.8483333333333334;0.8564909885811369;0.8483333333333334;0.8564909885811369;party1_utility.xml;party2_utility.xml
9.694;5711;;10s;Yes;No;2;0.78500;0.92857;0.00000;0.00000;1.71357;Appaloosa@14;Rubick@15;0.7849999999999999;0.9285654723948509;0.7849999999999999;0.9285654723948509;party1_utility.xml;party2_utility.xml
9.524;11182;;10s;Yes;No;2;0.84833;0.85649;0.00000;0.09595;1.70482;GroupY@16;Rubick@17;0.8483333333333334;0.8564909885811369;0.8483333333333334;0.8564909885811369;party1_utility.xml;party2_utility.xml
8.308;9924;;10s;Yes;No;2;0.84833;0.85649;0.00000;0.09595;1.70482;Rubick@18;GroupY@19;0.8483333333333334;0.8564909885811369;0.8483333333333334;0.8564909885811369;party1_utility.xml;party2_utility.xml
8.376;7162;;10s;Yes;No;2;0.83583;0.84001;0.02068;0.10210;1.67585;Appaloosa@20;GroupY@21;0.8358333333333332;0.8400142500258816;0.8358333333333332;0.8400142500258816;party1_utility.xml;party2_utility.xml
9.542;7525;;10s;Yes;No;2;0.84833;0.85649;0.00000;0.09595;1.70482;GroupY@22;Appaloosa@23;0.8483333333333334;0.8564909885811369;0.8483333333333334;0.8564909885811369;party1_utility.xml;party2_utility.xml
