sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Profile 1;Profile 2
;2;Session genius.core.session.Session@263be27f failed: Failed to execute protocol: Execution failed of GroupY@1:java.lang.NullPointerException: null:[C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class, C:\Users\og4428\orhun_workspace\Anac\bin\groupY\GroupY.class];180rounds;No;;0;;;;;;Appaloosa;GroupY;0.0;0.0;0.0;0.0;party1_utility;party2_utility
;2;Session genius.core.session.Session@66db5786 failed: Failed to execute protocol: Execution failed of GroupY@2:java.lang.NullPointerException: null:[C:\Users\og4428\orhun_workspace\Anac\bin\groupY\GroupY.class, C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class];180rounds;No;;0;;;;;;GroupY;Appaloosa;0.0;0.0;0.0;0.0;party1_utility;party2_utility
;2;Session genius.core.session.Session@332b3f4e failed: Failed to execute protocol: Execution failed of GroupY@5:java.lang.NullPointerException: null:[C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class, C:\Users\og4428\orhun_workspace\Anac\bin\groupY\GroupY.class];180rounds;No;;0;;;;;;Appaloosa;GroupY;0.0;0.0;0.0;0.0;party1_utility;party2_utility
;2;Session genius.core.session.Session@7a618369 failed: Failed to execute protocol: Execution failed of GroupY@6:java.lang.NullPointerException: null:[C:\Users\og4428\orhun_workspace\Anac\bin\groupY\GroupY.class, C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class];180rounds;No;;0;;;;;;GroupY;Appaloosa;0.0;0.0;0.0;0.0;party1_utility;party2_utility
