sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Profile 1;Profile 2
7.177;3722;;10s;Yes;No;2;0.78500;0.92857;0.00000;0.00000;1.71357;PonPokoAgent@0;Appaloosa@1;0.7849999999999999;0.9285654723948509;0.7849999999999999;0.9285654723948509;party1_utility.xml;party2_utility.xml
10.000;8621;;10s;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;Appaloosa@2;PonPokoAgent@3;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
9.755;8936;;10s;Yes;No;2;0.83583;0.84001;0.02068;0.10210;1.67585;PonPokoAgent@4;Appaloosa@5;0.8358333333333332;0.8400142500258816;0.8358333333333332;0.8400142500258816;party1_utility.xml;party2_utility.xml
10.000;8639;;10s;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;Appaloosa@6;PonPokoAgent@7;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
