sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Profile 1;Profile 2
8.233;7306;;10s;Yes;No;2;0.84833;0.85649;0.00000;0.09595;1.70482;Appaloosa@0;GroupY@1;0.8483333333333334;0.8564909885811369;0.8483333333333334;0.8564909885811369;party1_utility.xml;party2_utility.xml
;2;Session genius.core.session.Session@68df8f2d failed: Failed to execute protocol: Execution failed of Appaloosa@3:java.lang.NullPointerException: bid can not be null: bid can not be null:[C:\Users\og4428\orhun_workspace\Anac\bin\groupY\GroupY.class, C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class];10s;No;;0;;;;;;GroupY;Appaloosa;0.0;0.0;0.0;0.0;party1_utility;party2_utility
7.099;5727;;10s;Yes;No;2;0.78500;0.90411;0.00000;0.02445;1.68911;PonPokoAgent@4;Appaloosa@5;0.7850000000000001;0.9041140069845697;0.7850000000000001;0.9041140069845697;party1_utility.xml;party2_utility.xml
;3;Session genius.core.session.Session@209e2be failed: Failed to execute protocol: Execution failed of Appaloosa@6:java.lang.NullPointerException: bid can not be null: bid can not be null:[C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class, agents.anac.y2017.ponpokoagent.PonPokoAgent];10s;No;;0;;;;;;Appaloosa;PonPokoAgent;0.0;0.0;0.0;0.0;party1_utility;party2_utility
9.588;9759;;10s;Yes;No;2;0.84833;0.85649;0.00000;0.09595;1.70482;GroupY@8;PonPokoAgent@9;0.8483333333333334;0.8564909885811369;0.8483333333333334;0.8564909885811369;party1_utility.xml;party2_utility.xml
8.375;8283;;10s;Yes;No;2;0.84833;0.85649;0.00000;0.09595;1.70482;PonPokoAgent@10;GroupY@11;0.8483333333333334;0.8564909885811369;0.8483333333333334;0.8564909885811369;party1_utility.xml;party2_utility.xml
;3;Session genius.core.session.Session@4679e65a failed: Failed to execute protocol: Execution failed of Appaloosa@12:java.lang.NullPointerException: bid can not be null: bid can not be null:[C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class, C:\Users\og4428\orhun_workspace\Anac\bin\groupY\GroupY.class];10s;No;;0;;;;;;Appaloosa;GroupY;0.0;0.0;0.0;0.0;party1_utility;party2_utility
;2;Session genius.core.session.Session@6873cf44 failed: Failed to execute protocol: Execution failed of Appaloosa@15:java.lang.NullPointerException: bid can not be null: bid can not be null:[C:\Users\og4428\orhun_workspace\Anac\bin\groupY\GroupY.class, C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class];10s;No;;0;;;;;;GroupY;Appaloosa;0.0;0.0;0.0;0.0;party1_utility;party2_utility
;2;Session genius.core.session.Session@6b2c342b failed: Failed to execute protocol: Execution failed of Appaloosa@17:java.lang.NullPointerException: bid can not be null: bid can not be null:[agents.anac.y2017.ponpokoagent.PonPokoAgent, C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class];10s;No;;0;;;;;;PonPokoAgent;Appaloosa;0.0;0.0;0.0;0.0;party1_utility;party2_utility
;3;Session genius.core.session.Session@2f95162b failed: Failed to execute protocol: Execution failed of Appaloosa@18:java.lang.NullPointerException: bid can not be null: bid can not be null:[C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class, agents.anac.y2017.ponpokoagent.PonPokoAgent];10s;No;;0;;;;;;Appaloosa;PonPokoAgent;0.0;0.0;0.0;0.0;party1_utility;party2_utility
9.587;10835;;10s;Yes;No;2;0.84833;0.85649;0.00000;0.09595;1.70482;GroupY@20;PonPokoAgent@21;0.8483333333333334;0.8564909885811369;0.8483333333333334;0.8564909885811369;party1_utility.xml;party2_utility.xml
9.872;9982;;10s;Yes;No;2;0.66621;0.94167;0.00000;0.30558;1.60787;PonPokoAgent@22;GroupY@23;0.9416666666666667;0.6662075599338653;0.9416666666666667;0.6662075599338653;party1_utility.xml;party2_utility.xml
