sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Profile 1;Profile 2
10.000;8131;;10s;No;No;1;0.00000;0.00000;1.05828;1.23919;0.00000;PonPokoAgent@0;Appaloosa@1;0.0;0.0;0.0;0.0;party6_utility.xml;party7_utility.xml
8.655;7416;;10s;Yes;No;2;0.83672;0.89668;0.00000;0.02745;1.73340;Appaloosa@2;PonPokoAgent@3;0.8966814308730375;0.8367225371504747;0.8966814308730375;0.8367225371504747;party6_utility.xml;party7_utility.xml
7.575;7553;;10s;Yes;No;2;0.83672;0.89668;0.00000;0.02745;1.73340;GroupY@4;PonPokoAgent@5;0.8966814308730375;0.8367225371504747;0.8966814308730375;0.8367225371504747;party6_utility.xml;party7_utility.xml
8.010;8066;;10s;Yes;No;2;0.86313;0.88916;0.00000;0.00000;1.75229;PonPokoAgent@6;GroupY@7;0.8891644616682702;0.863126091597135;0.8891644616682702;0.863126091597135;party6_utility.xml;party7_utility.xml
8.291;5942;;10s;Yes;No;2;0.83672;0.89668;0.00000;0.02745;1.73340;Appaloosa@8;GroupY@9;0.8966814308730375;0.8367225371504747;0.8966814308730375;0.8367225371504747;party6_utility.xml;party7_utility.xml
8.117;6541;;10s;Yes;No;2;0.82972;0.90247;0.01503;0.07128;1.73219;GroupY@10;Appaloosa@11;0.8297237500157859;0.9024654385886731;0.8297237500157859;0.9024654385886731;party6_utility.xml;party7_utility.xml
8.263;7358;;10s;Yes;No;2;0.82972;0.90247;0.01503;0.07128;1.73219;PonPokoAgent@12;Appaloosa@13;0.8297237500157859;0.9024654385886731;0.8297237500157859;0.9024654385886731;party6_utility.xml;party7_utility.xml
8.218;6232;;10s;Yes;No;2;0.83672;0.89668;0.00000;0.02745;1.73340;Appaloosa@14;PonPokoAgent@15;0.8966814308730375;0.8367225371504747;0.8966814308730375;0.8367225371504747;party6_utility.xml;party7_utility.xml
9.234;8589;;10s;Yes;No;2;0.72350;0.94163;0.00000;0.18333;1.66512;GroupY@16;PonPokoAgent@17;0.7234950152255328;0.9416274624612428;0.7234950152255328;0.9416274624612428;party6_utility.xml;party7_utility.xml
8.004;7376;;10s;Yes;No;2;0.86313;0.88916;0.00000;0.00000;1.75229;PonPokoAgent@18;GroupY@19;0.8891644616682702;0.863126091597135;0.8891644616682702;0.863126091597135;party6_utility.xml;party7_utility.xml
9.177;9249;;10s;Yes;No;2;0.86313;0.87413;0.01503;0.01503;1.73726;Appaloosa@20;GroupY@21;0.8741305232587357;0.863126091597135;0.8741305232587357;0.863126091597135;party6_utility.xml;party7_utility.xml
8.500;5218;;10s;Yes;No;2;0.84476;0.90247;0.00000;0.05933;1.74722;GroupY@22;Appaloosa@23;0.8447576884253204;0.9024654385886731;0.8447576884253204;0.9024654385886731;party6_utility.xml;party7_utility.xml
8.573;6664;;10s;Yes;No;2;0.84476;0.90247;0.00000;0.05933;1.74722;PonPokoAgent@24;Appaloosa@25;0.8447576884253204;0.9024654385886731;0.8447576884253204;0.9024654385886731;party6_utility.xml;party7_utility.xml
