sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Profile 1;Profile 2
;2;Session genius.core.session.Session@6136d03a failed: Failed to execute protocol: Execution failed of ABMPAgent2@25:java.lang.NullPointerException: null:[C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class, agents.ABMPAgent2];10s;No;;0;;;;;;Appaloosa;ABMPAgent2;0.0;0.0;0.0;0.0;party1_utility;party2_utility
;2;Session genius.core.session.Session@45ea5b06 failed: Failed to execute protocol: Execution failed of ABMPAgent2@26:java.lang.NullPointerException: null:[agents.ABMPAgent2, C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class];10s;No;;0;;;;;;ABMPAgent2;Appaloosa;0.0;0.0;0.0;0.0;party1_utility;party2_utility
;2;Session genius.core.session.Session@33d1052e failed: Failed to execute protocol: Execution failed of BayesianAgent@28:java.lang.NullPointerException: null:[agents.BayesianAgent, C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class];10s;No;;0;;;;;;BayesianAgent;Appaloosa;0.0;0.0;0.0;0.0;party1_utility;party2_utility
;2;Session genius.core.session.Session@37ebc90a failed: Failed to execute protocol: Execution failed of BayesianAgent@31:java.lang.NullPointerException: null:[C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class, agents.BayesianAgent];10s;No;;0;;;;;;Appaloosa;BayesianAgent;0.0;0.0;0.0;0.0;party1_utility;party2_utility
0.187;14;;10s;Yes;No;2;0.78500;0.88030;0.02381;0.04826;1.66530;ABMPAgent2@32;BayesianAgent@33;0.7850000000000001;0.8803024977828533;0.7850000000000001;0.8803024977828533;party1_utility.xml;party2_utility.xml
0.111;7;;10s;Yes;No;2;0.74667;0.77847;0.12816;0.15492;1.52513;BayesianAgent@34;ABMPAgent2@35;0.7466666666666668;0.7784676281352214;0.7466666666666668;0.7784676281352214;party1_utility.xml;party2_utility.xml
;2;Session genius.core.session.Session@65043258 failed: Failed to execute protocol: Execution failed of ABMPAgent2@37:java.lang.NullPointerException: null:[C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class, agents.ABMPAgent2];10s;No;;0;;;;;;Appaloosa;ABMPAgent2;0.0;0.0;0.0;0.0;party2_utility;party3_utility
;2;Session genius.core.session.Session@58f70b56 failed: Failed to execute protocol: Execution failed of ABMPAgent2@38:java.lang.NullPointerException: null:[agents.ABMPAgent2, C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class];10s;No;;0;;;;;;ABMPAgent2;Appaloosa;0.0;0.0;0.0;0.0;party2_utility;party3_utility
;2;Session genius.core.session.Session@7f276eab failed: Failed to execute protocol: Execution failed of BayesianAgent@40:java.lang.NullPointerException: null:[agents.BayesianAgent, C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class];10s;No;;0;;;;;;BayesianAgent;Appaloosa;0.0;0.0;0.0;0.0;party2_utility;party3_utility
;2;Session genius.core.session.Session@47b04698 failed: Failed to execute protocol: Execution failed of BayesianAgent@43:java.lang.NullPointerException: null:[C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class, agents.BayesianAgent];10s;No;;0;;;;;;Appaloosa;BayesianAgent;0.0;0.0;0.0;0.0;party2_utility;party3_utility
0.175;13;;10s;Yes;No;2;0.62015;0.94096;0.00000;0.24883;1.56110;ABMPAgent2@44;BayesianAgent@45;0.6201463994718993;0.9409561045500193;0.6201463994718993;0.9409561045500193;party2_utility.xml;party3_utility.xml
0.261;16;;10s;Yes;No;2;0.75725;0.88340;0.00000;0.09905;1.64065;BayesianAgent@46;ABMPAgent2@47;0.8833992468415779;0.7572531444390406;0.8833992468415779;0.7572531444390406;party2_utility.xml;party3_utility.xml
;2;Session genius.core.session.Session@102bdb7e failed: Failed to execute protocol: Execution failed of ABMPAgent2@49:java.lang.NullPointerException: null:[C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class, agents.ABMPAgent2];10s;No;;0;;;;;;Appaloosa;ABMPAgent2;0.0;0.0;0.0;0.0;party1_utility;party3_utility
;2;Session genius.core.session.Session@187e9ddc failed: Failed to execute protocol: Execution failed of ABMPAgent2@50:java.lang.NullPointerException: null:[agents.ABMPAgent2, C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class];10s;No;;0;;;;;;ABMPAgent2;Appaloosa;0.0;0.0;0.0;0.0;party1_utility;party3_utility
;2;Session genius.core.session.Session@6fef525d failed: Failed to execute protocol: Execution failed of BayesianAgent@52:java.lang.NullPointerException: null:[agents.BayesianAgent, C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class];10s;No;;0;;;;;;BayesianAgent;Appaloosa;0.0;0.0;0.0;0.0;party1_utility;party3_utility
;2;Session genius.core.session.Session@22ae0b12 failed: Failed to execute protocol: Execution failed of BayesianAgent@55:java.lang.NullPointerException: null:[C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class, agents.BayesianAgent];10s;No;;0;;;;;;Appaloosa;BayesianAgent;0.0;0.0;0.0;0.0;party1_utility;party3_utility
0.174;13;;10s;Yes;No;2;0.70583;0.89002;0.01671;0.16982;1.59585;ABMPAgent2@56;BayesianAgent@57;0.7058333333333332;0.8900157344729872;0.7058333333333332;0.8900157344729872;party1_utility.xml;party3_utility.xml
0.074;6;;10s;Yes;No;2;0.63583;0.93828;0.01219;0.25413;1.57411;BayesianAgent@58;ABMPAgent2@59;0.6358333333333334;0.938277139562971;0.6358333333333334;0.938277139562971;party1_utility.xml;party3_utility.xml
;2;Session genius.core.session.Session@1ad3fce8 failed: Failed to execute protocol: Execution failed of ABMPAgent2@61:java.lang.NullPointerException: null:[C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class, agents.ABMPAgent2];10s;No;;0;;;;;;Appaloosa;ABMPAgent2;0.0;0.0;0.0;0.0;party1_utility;party2_utility
;2;Session genius.core.session.Session@11070491 failed: Failed to execute protocol: Execution failed of ABMPAgent2@62:java.lang.NullPointerException: null:[agents.ABMPAgent2, C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class];10s;No;;0;;;;;;ABMPAgent2;Appaloosa;0.0;0.0;0.0;0.0;party1_utility;party2_utility
;2;Session genius.core.session.Session@420c0090 failed: Failed to execute protocol: Execution failed of BayesianAgent@64:java.lang.NullPointerException: null:[agents.BayesianAgent, C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class];10s;No;;0;;;;;;BayesianAgent;Appaloosa;0.0;0.0;0.0;0.0;party1_utility;party2_utility
;2;Session genius.core.session.Session@33768dee failed: Failed to execute protocol: Execution failed of BayesianAgent@67:java.lang.NullPointerException: null:[C:\Users\og4428\orhun_workspace\Anac\bin\multipartyexample\Appaloosa.class, agents.BayesianAgent];10s;No;;0;;;;;;Appaloosa;BayesianAgent;0.0;0.0;0.0;0.0;party1_utility;party2_utility
0.180;15;;10s;Yes;No;2;0.77250;0.88764;0.02068;0.04279;1.66014;ABMPAgent2@68;BayesianAgent@69;0.7725;0.8876372684293143;0.7725;0.8876372684293143;party1_utility.xml;party2_utility.xml
0.250;18;;10s;Yes;No;2;0.62338;0.76750;0.12970;0.30568;1.39088;BayesianAgent@70;ABMPAgent2@71;0.7675;0.6233837067776631;0.7675;0.6233837067776631;party1_utility.xml;party2_utility.xml
